0xc5d3b25a2ca77316b637106a749cd5e92a8e4702.sol,FALSE,0.640129805
0x1566cb59aca52f8e320e3242c1a384800fc02c14.sol,FALSE,0.665756702
0xca42faf47f7bdd167b1b37b9cead5e9aff833327.sol,FALSE,31.80330992
0x9884125d3788f2629a49adeafb48fec729607cbf.sol,FALSE,0.93824935
0xf8e6b494195173e2306e6c5861e551d65d0f6123.sol,FALSE,0.636058569
0x9f81ac220748318fc49dc5280db449063aeadea4.sol,FALSE,0.724222898
0x9da77444c066895cc1288cf46b8d40882b54e37f.sol,FALSE,1.739245653
0x208e41fb445f1bb1b6780d58356e81405f3e6127.sol,FALSE,0.64283514
0xe8fe2b2e4e08b12ee06319e4ffecc675a7aa8ffe.sol,FALSE,0.640520096
0xbccd58869a68b8cd4d253401b9057569d08f7d33.sol,FALSE,0.657404423
0xe58b65d1c0c8e8b2a0e3a3acec633271531084ed.sol,FALSE,82.15530777
0xb172bb8baae74f27ade3211e0c145388d3b4f8d8.sol,FALSE,4.41324902
0x10a727f0732aecb49d35a94242afa79790fc78d8.sol,FALSE,0.660527945
0xe522b300071b43d31965a2fc7a70d78783b6ce94.sol,FALSE,0.546893597
0x0921e09766e4d29112fdd49a79bfa8870d654898.sol,FALSE,0.71381855
0x1dab222721280f45b53b6f9839a095f7a69d6cd7.sol,FALSE,0.647555351
0x088e413e602705bc2d893cadad0d38fb119162c3.sol,FALSE,34.00554371
0x95ef9884c88c440064885af1e1a6ca8481240034.sol,FALSE,0.71715641
0x036d80f9abe266b7c6ec0a9bd078fac3a90d4239.sol,FALSE,1.178050995
0xb6a1cbe33607baf30eebcdb3cb73db032beac54c.sol,FALSE,0.691329718
0xf24f5ce1b6c60077ba50906ccc1674d0b38dede9.sol,FALSE,0.693930149
0x05ebfb4f0d74eeb7b3aa9bfd426a80518a1686f7.sol,FALSE,0.979706764
0x12ea7862533964beb9cb955ec2f455a1aa0daa92.sol,FALSE,0.761318207
0xf6fa9d89bded78e327e1170951ae0504a5b16d33.sol,FALSE,31.33204675
0xfcb4393e7faef06fab01c00d67c1895545aff3b8.sol,FALSE,15.74392223
0xa46730479d8b42ea35354a5eeaceaa3c55ec534f.sol,FALSE,0.79295063
0x964a6a023bedb7325ce5a322fb78221c593f87f7.sol,FALSE,1.011452675
0x51da12f69b119f27d7f8a17c9494181ebf8ff284.sol,FALSE,0.66915369
0xe32372ad29a7e228abdfdf55a7c2f8e5c244cbfd.sol,FALSE,0.659682274
0xcd6f276334fd457d79fc04bca5f52393347c47a7.sol,FALSE,0.522414446
0x0c9718a4b2f467dbcc9a71a442d715a2e6889e4c.sol,FALSE,1.047466516
0xfc016cbb9f4196dcb8073db7e33d9ef6cc3ea6e9.sol,FALSE,29.22238755
0x3266ae25aa120bed8c3a166d235b22de7ffbebb9.sol,FALSE,0.531699896
0xf6e0c4f6edbc7ddd5eef7e708122ab5ca1e834aa.sol,FALSE,0.664876938
0xa926860248364b0e42603ed1c38baa4daf8ff569.sol,FALSE,0.660629749
0x94d787cac6bfc4ec509a0f34aa7bc2fb68848c5e.sol,FALSE,0.770085335
0x35f517cab9a37bc31091c2f155d965af84e0bc85.sol,FALSE,0.704636812
0xdeee1b75ae63c92d6030839eea92260ccb1b9781.sol,FALSE,0.650397778
0xc4d3abd6007e7475655a463f8aa01d4cca033991.sol,FALSE,0.624323368
0x06a6fc23e6ec8a2b2aeeefd70d772dc3d6b45010.sol,FALSE,0.648252487
0xe122b458dc1986e669c09a41b5a132e57f8557e2.sol,FALSE,0.713263035
