File_name,Bug,Time
0x00888096c1cdeb35bb3772f9080227aa6c9968ad.sol,FALSE,16.57386136
0x00888096c1cdeb35bb3772f9080227aa6c9968ad.sol,FALSE,16.57386136
0x009e0bd9624cdc2bd8fb2e179928ec0f5a8b4157.sol,FALSE,12.75293708
0x009e0bd9624cdc2bd8fb2e179928ec0f5a8b4157.sol,FALSE,12.75293708
0x00c315ac9ff89bb6afa7524cd159f0a9766e8c89.sol,FALSE,1.029313326
0x012233b3c8177f0778d910ed88170b82de3bfe57.sol,FALSE,2.376338005
0x0146baf3666f7cfc1292ec46e7248aff22b4b8de.sol,FALSE,0.749806166
0x0177584d97c96ba91873a6baaff2797b5b5eeaf9.sol,FALSE,1.113442898
0x017dc248a25779dffd7d3a96f38cbf5132879894.sol,FALSE,28.5648034
0x0193cba9762dfe203a34bd895d0ddf4d876e0f98.sol,FALSE,27.30513883
0x01e13ae1ee71234964c4b1118d97db1de4efb632.sol,FALSE,7.64863205
0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol,FALSE,32.43755889
0x0214d7faa8145bddb0fb4977980ce26aa1f95cee.sol,FALSE,24.8995781
0x02503c5e9edb416a1d42cd9c6e4d30d283726e8b.sol,FALSE,1.854115248
0x028377b5d7efc17c8450c70444c17ab317109f5f.sol,FALSE,0.972759724
0x02993561d47c2c3f2904d3d95a99a257ee419fd1.sol,FALSE,1.11864543
0x02a492c34319b52abb009a4c45ccee159dbde6cb.sol,FALSE,1.045552731
0x02cb5958a36145efbacb99fac2614657bf20d4e8.sol,FALSE,2.286504984
0x02ed9b30e7fb4d4e06495c96810aeb2fac8b2989.sol,FALSE,32.07322693
0x0318b6ed6eab2770aeb936fea505e0866c4fc22c.sol,FALSE,7.347695827
0x0318b6ed6eab2770aeb936fea505e0866c4fc22c.sol,FALSE,7.347695827
0x0318d3f14cba8da2cb97881c7ee47d6e655626e6.sol,FALSE,8.10835433
0x0318d3f14cba8da2cb97881c7ee47d6e655626e6.sol,FALSE,8.10835433
0x031b042210b3f22f4aecfc75dc317f1e2c96b98c.sol,FALSE,31.1339641
0x034e9e82e49cf5d1c2307e06a27d1ccfa15ab275.sol,FALSE,1.080240011
0x036407f23d5e1c1486f7488332cf54bf06e5f09f.sol,FALSE,24.3137591
