File_name,Bug,Time
0x9b8c435196c8398ff021f375535cf04e3459b15c.sol,FALSE,13.9599621
0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,TRUE,25.410634
0x79ad73567e7f9a5b4a2d28264f78aff9d971cf14.sol,TRUE,36.24544644
0x9902211b5d4bd822594e6f052637bf36515ac9a7.sol,TRUE,34.83050227
0xea9c15f733ee4cd9e24c97bdddd66077a757b474.sol,FALSE,11.48339105
0x83668a58dd17726544f2dc6fde40d6d562c04ab4.sol,FALSE,17.44338822
0x0eb68f34efa0086e4136bca51fc4d0696580643e.sol,TRUE,27.05864859
0x2a98d8fc14b31b346ff6c56dc2a252c434f628f2.sol,TRUE,15.05252218
0xc213dc998b6c0d9c51f9cc72240596e1dd684ec7.sol,TRUE,14.48541451
0x45f2ca168f3defcc1205d8597120ee9a36a94d39.sol,FALSE,3.1016109
0x7a6e359965034a187a1d8ed84ee2ed5c9e4067b3.sol,FALSE,1.55434608
0x41a58f8ac55b7aa83d7ca78dd804a475e7eaf3d8.sol,FALSE,1.2909708
0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7.sol,TRUE,11.12713075
0x04b796445ecf4cad76aea9b6096aff8b22158a25.sol,FALSE,1.594054937
0x947684f83de31701995d32b775f48fed356afc78.sol,FALSE,1.422973633
0xdb3f36140727f77a6e6bb2dff204c3da596e19a4.sol,FALSE,1.091084719
0x45b00f2e90e1aabed2aa2bb415c3c8ec74cf3bbd.sol,FALSE,0.969535828
0x3014ca10b91cb3d0ad85fef7a3cb95bcac9c0f79.sol,FALSE,0.961293221
0xbf698df5591caf546a7e087f5806e216afed666a.sol,FALSE,0.947201252
0x17b09b22823f00bb9b8ee2d4632e332cadc29458.sol,FALSE,0.940792799
0xb3d8f628bda4592a0e35a693e9ae8c413879929b.sol,FALSE,0.550830603
0xfab1b3bb9bbf6f56a413bed2e3a626c8eedf9419.sol,FALSE,0.540692329
